sex;age;race;marital-status;education;native-country;workclass;occupation;salary-class
Female;[61, 70];White;Spouse not present;Secondary education;United-States;Non-Government;Technical;<=50K
Male;[51, 60];Black;Spouse present;Higher education;United-States;Government;Other;>50K
Male;[51, 60];White;Spouse present;Secondary education;United-States;Non-Government;Technical;<=50K
Male;[51, 60];White;Spouse not present;Secondary education;United-States;Non-Government;Technical;<=50K
Male;[61, 70];White;Spouse present;Higher education;United-States;Non-Government;Nontechnical;<=50K
Male;[61, 70];White;Spouse present;Higher education;United-States;Non-Government;Nontechnical;>50K
Female;[51, 60];White;Spouse not present;Secondary education;United-States;Non-Government;Technical;<=50K
*;*;*;*;*;*;*;*;<=50K
Female;[51, 60];White;Spouse present;Higher education;United-States;Non-Government;Technical;>50K
Male;[51, 60];Black;Spouse present;Higher education;United-States;Non-Government;Nontechnical;<=50K
*;*;*;*;*;*;*;*;<=50K
Female;[51, 60];White;Spouse not present;Secondary education;United-States;Non-Government;Other;<=50K
Male;[51, 60];White;Spouse present;Higher education;United-States;Non-Government;Technical;>50K
Male;[51, 60];White;Spouse present;Higher education;United-States;Non-Government;Nontechnical;>50K
Female;[71, 80];White;Spouse not present;Secondary education;United-States;Non-Government;Other;<=50K
Male;[61, 70];White;Spouse present;Higher education;United-States;Non-Government;Other;<=50K
*;*;*;*;*;*;*;*;<=50K
Female;[61, 70];White;Spouse not present;Secondary education;United-States;Non-Government;Nontechnical;<=50K
Male;[51, 60];White;Spouse present;Secondary education;United-States;Non-Government;Technical;<=50K
Female;[61, 70];White;Spouse not present;Higher education;United-States;Non-Government;Nontechnical;<=50K
Female;[51, 60];White;Spouse not present;Higher education;United-States;Government;Nontechnical;<=50K
Male;[61, 70];White;Spouse present;Higher education;United-States;Non-Government;Technical;>50K
Male;[51, 60];White;Spouse present;Higher education;United-States;Non-Government;Nontechnical;>50K
Male;[51, 60];White;Spouse present;Higher education;United-States;Non-Government;Nontechnical;>50K
Female;[51, 60];White;Spouse not present;Secondary education;United-States;Non-Government;Other;<=50K
Male;[51, 60];White;Spouse present;Secondary education;United-States;Non-Government;Nontechnical;<=50K
Male;[51, 60];White;Spouse present;Secondary education;United-States;Non-Government;Nontechnical;<=50K
Male;[51, 60];White;Spouse present;Higher education;United-States;Non-Government;Technical;<=50K
Male;[61, 70];White;Spouse present;Secondary education;United-States;Non-Government;Other;<=50K
Male;[51, 60];White;Spouse present;Secondary education;United-States;Government;Other;<=50K
Male;[61, 70];White;Spouse present;Higher education;United-States;Government;Technical;>50K
Male;[51, 60];White;Spouse present;Secondary education;United-States;Non-Government;Nontechnical;<=50K
Male;[51, 60];White;Spouse present;Higher education;United-States;Non-Government;Nontechnical;>50K
Male;[51, 60];White;Spouse not present;Higher education;United-States;Non-Government;Nontechnical;<=50K
Male;[61, 70];White;Spouse present;Secondary education;United-States;Non-Government;Technical;<=50K
*;*;*;*;*;*;*;*;<=50K
Male;[61, 70];White;Spouse not present;Secondary education;United-States;Non-Government;Other;<=50K
*;*;*;*;*;*;*;*;>50K
Male;[51, 60];White;Spouse present;Higher education;United-States;Non-Government;Technical;>50K
Female;[71, 80];White;Spouse not present;Higher education;United-States;Non-Government;Other;<=50K
Male;[51, 60];White;Spouse not present;Secondary education;United-States;Non-Government;Other;<=50K
Male;[51, 60];White;Spouse present;Higher education;United-States;Government;Nontechnical;<=50K
Female;[51, 60];White;Spouse not present;Secondary education;United-States;Non-Government;Other;<=50K
Male;[51, 60];White;Spouse present;Higher education;United-States;Non-Government;Nontechnical;>50K
Male;[61, 70];White;Spouse present;Secondary education;United-States;Non-Government;Nontechnical;<=50K
Male;[51, 60];White;Spouse present;Secondary education;United-States;Non-Government;Technical;<=50K
Male;[51, 60];White;Spouse not present;Higher education;United-States;Non-Government;Technical;<=50K
Male;[61, 70];White;Spouse present;Secondary education;United-States;Non-Government;Technical;<=50K
*;*;*;*;*;*;*;*;<=50K
Female;[51, 60];White;Spouse not present;Secondary education;United-States;Government;Other;<=50K
Male;[71, 80];White;Spouse present;Secondary education;United-States;Non-Government;Other;<=50K
Male;[51, 60];White;Spouse present;Higher education;United-States;Non-Government;Nontechnical;>50K
Female;[51, 60];White;Spouse not present;Secondary education;United-States;Non-Government;Other;<=50K
Female;[61, 70];Black;Spouse not present;Secondary education;United-States;Government;Other;<=50K
Female;[61, 70];Black;Spouse not present;Secondary education;United-States;Non-Government;Other;<=50K
Male;[61, 70];White;Spouse present;Secondary education;United-States;Non-Government;Technical;<=50K
Female;[51, 60];Black;Spouse not present;Secondary education;United-States;Non-Government;Nontechnical;<=50K
Female;[51, 60];White;Spouse not present;Secondary education;United-States;Non-Government;Other;<=50K
Male;[61, 70];White;Spouse present;Secondary education;United-States;Non-Government;Nontechnical;<=50K
Female;[51, 60];White;Spouse not present;Higher education;United-States;Non-Government;Nontechnical;<=50K
Male;[51, 60];White;Spouse present;Secondary education;United-States;Non-Government;Nontechnical;>50K
Female;[51, 60];White;Spouse not present;Higher education;United-States;Government;Nontechnical;>50K
Male;[51, 60];White;Spouse not present;Secondary education;United-States;Non-Government;Nontechnical;>50K
Male;[71, 80];White;Spouse present;Secondary education;United-States;Non-Government;Other;<=50K
Male;[51, 60];White;Spouse present;Secondary education;United-States;Non-Government;Nontechnical;<=50K
Female;[51, 60];White;Spouse not present;Higher education;United-States;Non-Government;Technical;<=50K
Male;[51, 60];White;Spouse present;Secondary education;United-States;Non-Government;Technical;>50K
Female;[51, 60];Black;Spouse not present;Secondary education;United-States;Non-Government;Other;<=50K
*;*;*;*;*;*;*;*;<=50K
Female;[61, 70];White;Spouse not present;Higher education;United-States;Non-Government;Other;<=50K
Male;[51, 60];White;Spouse present;Secondary education;United-States;Non-Government;Other;<=50K
Female;[51, 60];White;Spouse not present;Secondary education;United-States;Non-Government;Nontechnical;<=50K
Male;[81, 90];White;Spouse present;Higher education;United-States;Non-Government;Nontechnical;<=50K
Male;[51, 60];White;Spouse not present;Secondary education;United-States;Non-Government;Technical;<=50K
Male;[51, 60];White;Spouse present;Secondary education;United-States;Non-Government;Other;<=50K
Male;[51, 60];White;Spouse present;Higher education;United-States;Non-Government;Technical;>50K
Female;[51, 60];White;Spouse not present;Secondary education;United-States;Non-Government;Other;<=50K
Male;[51, 60];White;Spouse present;Secondary education;United-States;Non-Government;Nontechnical;>50K
*;*;*;*;*;*;*;*;<=50K
Male;[51, 60];White;Spouse present;Secondary education;United-States;Government;Other;>50K
Male;[71, 80];White;Spouse present;Higher education;United-States;Non-Government;Nontechnical;<=50K
Male;[61, 70];White;Spouse present;Secondary education;United-States;Non-Government;Nontechnical;>50K
*;*;*;*;*;*;*;*;<=50K
Female;[51, 60];White;Spouse not present;Secondary education;United-States;Non-Government;Nontechnical;<=50K
Male;[51, 60];White;Spouse present;Secondary education;United-States;Non-Government;Technical;<=50K
*;*;*;*;*;*;*;*;>50K
Male;[51, 60];White;Spouse present;Higher education;United-States;Government;Nontechnical;>50K
Male;[51, 60];White;Spouse present;Secondary education;United-States;Non-Government;Technical;>50K
*;*;*;*;*;*;*;*;<=50K
Female;[51, 60];White;Spouse present;Secondary education;United-States;Non-Government;Nontechnical;>50K
Female;[61, 70];Black;Spouse not present;Higher education;United-States;Government;Other;<=50K
*;*;*;*;*;*;*;*;<=50K
Male;[51, 60];White;Spouse present;Higher education;United-States;Non-Government;Other;<=50K
Male;[51, 60];White;Spouse present;Secondary education;United-States;Non-Government;Technical;>50K
Male;[51, 60];White;Spouse present;Secondary education;United-States;Non-Government;Nontechnical;>50K
Male;[51, 60];White;Spouse present;Secondary education;United-States;Non-Government;Technical;<=50K
Female;[51, 60];White;Spouse not present;Secondary education;United-States;Non-Government;Technical;<=50K
Female;[51, 60];White;Spouse not present;Higher education;United-States;Non-Government;Other;<=50K
Male;[51, 60];White;Spouse present;Higher education;United-States;Government;Nontechnical;>50K
Male;[51, 60];White;Spouse present;Higher education;United-States;Non-Government;Nontechnical;>50K
Male;[51, 60];White;Spouse present;Higher education;United-States;Government;Technical;>50K
Female;[51, 60];White;Spouse not present;Higher education;United-States;Non-Government;Technical;<=50K
*;*;*;*;*;*;*;*;<=50K
Male;[61, 70];White;Spouse present;Higher education;United-States;Non-Government;Nontechnical;<=50K
Male;[61, 70];White;Spouse present;Secondary education;United-States;Non-Government;Other;<=50K
Male;[71, 80];White;Spouse present;Secondary education;United-States;Non-Government;Technical;<=50K
*;*;*;*;*;*;*;*;<=50K
Female;[51, 60];White;Spouse not present;Higher education;United-States;Non-Government;Other;<=50K
Female;[61, 70];White;Spouse not present;Secondary education;United-States;Non-Government;Other;<=50K
Female;[71, 80];White;Spouse not present;Secondary education;United-States;Non-Government;Other;<=50K
Male;[51, 60];White;Spouse present;Higher education;United-States;Non-Government;Nontechnical;<=50K
Female;[71, 80];White;Spouse not present;Secondary education;United-States;Non-Government;Other;<=50K
Male;[51, 60];White;Spouse present;Secondary education;United-States;Non-Government;Technical;<=50K
Male;[51, 60];White;Spouse present;Higher education;United-States;Non-Government;Nontechnical;>50K
*;*;*;*;*;*;*;*;<=50K
Female;[51, 60];White;Spouse not present;Higher education;United-States;Government;Other;<=50K
Male;[51, 60];Black;Spouse not present;Secondary education;United-States;Government;Other;<=50K
Male;[71, 80];White;Spouse present;Secondary education;United-States;Non-Government;Other;<=50K
Male;[51, 60];White;Spouse present;Higher education;United-States;Government;Technical;>50K
Male;[51, 60];White;Spouse present;Primary education;United-States;Non-Government;Other;>50K
Male;[51, 60];White;Spouse not present;Higher education;United-States;Non-Government;Technical;>50K
*;*;*;*;*;*;*;*;<=50K
Female;[61, 70];White;Spouse not present;Higher education;United-States;Non-Government;Nontechnical;<=50K
Female;[51, 60];White;Spouse not present;Secondary education;United-States;Non-Government;Other;<=50K
Male;[51, 60];White;Spouse present;Higher education;United-States;Non-Government;Technical;>50K
Male;[51, 60];White;Spouse not present;Secondary education;United-States;Non-Government;Technical;<=50K
Male;[61, 70];White;Spouse present;Higher education;United-States;Non-Government;Nontechnical;<=50K
Male;[51, 60];White;Spouse present;Secondary education;United-States;Non-Government;Nontechnical;>50K
Male;[51, 60];White;Spouse not present;Higher education;United-States;Non-Government;Technical;>50K
*;*;*;*;*;*;*;*;<=50K
Male;[51, 60];White;Spouse present;Secondary education;United-States;Non-Government;Technical;<=50K
Male;[51, 60];White;Spouse present;Secondary education;United-States;Government;Technical;<=50K
Male;[51, 60];White;Spouse present;Higher education;United-States;Non-Government;Nontechnical;>50K
Male;[51, 60];White;Spouse present;Primary education;United-States;Non-Government;Technical;<=50K
Male;[61, 70];White;Spouse present;Secondary education;United-States;Non-Government;Technical;<=50K
Male;[51, 60];White;Spouse present;Secondary education;United-States;Non-Government;Other;>50K
Male;[61, 70];White;Spouse present;Secondary education;United-States;Government;Technical;<=50K
Male;[51, 60];White;Spouse not present;Higher education;United-States;Government;Other;>50K
Male;[51, 60];White;Spouse present;Higher education;United-States;Non-Government;Nontechnical;>50K
Male;[51, 60];White;Spouse present;Secondary education;United-States;Non-Government;Nontechnical;>50K
Male;[61, 70];White;Spouse present;Secondary education;United-States;Government;Technical;>50K
Male;[51, 60];White;Spouse present;Higher education;United-States;Non-Government;Technical;>50K
*;*;*;*;*;*;*;*;<=50K
Male;[61, 70];White;Spouse present;Secondary education;United-States;Non-Government;Nontechnical;>50K
Male;[51, 60];White;Spouse present;Higher education;United-States;Non-Government;Nontechnical;<=50K
Male;[51, 60];White;Spouse present;Secondary education;United-States;Non-Government;Technical;>50K
Female;[51, 60];White;Spouse not present;Higher education;United-States;Non-Government;Other;<=50K
Female;[51, 60];White;Spouse not present;Secondary education;United-States;Non-Government;Nontechnical;<=50K
Female;[51, 60];Black;Spouse not present;Secondary education;United-States;Non-Government;Technical;<=50K
Male;[61, 70];White;Spouse present;Secondary education;United-States;Government;Technical;<=50K
Male;[51, 60];White;Spouse present;Higher education;United-States;Non-Government;Technical;>50K
Male;[51, 60];White;Spouse present;Higher education;Germany;Non-Government;Technical;>50K
Male;[61, 70];White;Spouse not present;Secondary education;United-States;Non-Government;Other;<=50K
Male;[51, 60];White;Spouse present;Secondary education;United-States;Non-Government;Other;>50K
Male;[51, 60];White;Spouse present;Secondary education;United-States;Non-Government;Technical;<=50K
Male;[51, 60];White;Spouse present;Secondary education;United-States;Non-Government;Other;<=50K
Female;[51, 60];White;Spouse not present;Secondary education;United-States;Non-Government;Other;<=50K
Male;[51, 60];White;Spouse present;Secondary education;United-States;Non-Government;Technical;<=50K
*;*;*;*;*;*;*;*;>50K
Female;[51, 60];White;Spouse not present;Higher education;United-States;Government;Other;<=50K
*;*;*;*;*;*;*;*;<=50K
Male;[51, 60];White;Spouse not present;Secondary education;United-States;Non-Government;Other;<=50K
Male;[61, 70];White;Spouse present;Higher education;United-States;Non-Government;Technical;>50K
*;*;*;*;*;*;*;*;<=50K
Male;[51, 60];White;Spouse present;Higher education;United-States;Non-Government;Other;>50K
Male;[51, 60];White;Spouse present;Secondary education;United-States;Non-Government;Technical;<=50K
Male;[51, 60];White;Spouse not present;Secondary education;United-States;Non-Government;Technical;<=50K
Male;[61, 70];White;Spouse present;Secondary education;United-States;Non-Government;Other;<=50K
*;*;*;*;*;*;*;*;<=50K
Female;[51, 60];White;Spouse not present;Secondary education;United-States;Non-Government;Other;<=50K
Male;[51, 60];White;Spouse present;Secondary education;United-States;Government;Technical;>50K
Male;[51, 60];White;Spouse present;Secondary education;United-States;Non-Government;Other;>50K
Male;[51, 60];White;Spouse present;Higher education;United-States;Non-Government;Nontechnical;>50K
Female;[61, 70];White;Spouse not present;Higher education;United-States;Non-Government;Nontechnical;<=50K
Male;[61, 70];White;Spouse present;Secondary education;United-States;Non-Government;Nontechnical;>50K
Female;[51, 60];White;Spouse not present;Higher education;United-States;Government;Nontechnical;<=50K
Male;[51, 60];White;Spouse present;Primary education;Mexico;Non-Government;Other;<=50K
Male;[51, 60];White;Spouse present;Secondary education;United-States;Non-Government;Other;<=50K
Male;[51, 60];White;Spouse present;Higher education;United-States;Non-Government;Nontechnical;>50K
Male;[51, 60];White;Spouse present;Secondary education;United-States;Non-Government;Technical;<=50K
Female;[51, 60];Black;Spouse not present;Secondary education;United-States;Non-Government;Other;<=50K
Male;[61, 70];White;Spouse present;Higher education;United-States;Non-Government;Nontechnical;>50K
Male;[51, 60];White;Spouse present;Secondary education;United-States;Non-Government;Nontechnical;>50K
Male;[51, 60];White;Spouse present;Secondary education;United-States;Non-Government;Nontechnical;>50K
Male;[51, 60];White;Spouse not present;Higher education;United-States;Non-Government;Technical;>50K
Female;[51, 60];White;Spouse not present;Higher education;United-States;Government;Technical;>50K
Female;[51, 60];Black;Spouse present;Secondary education;United-States;Non-Government;Other;<=50K
Male;[51, 60];White;Spouse present;Higher education;United-States;Non-Government;Nontechnical;>50K
Male;[51, 60];White;Spouse present;Higher education;United-States;Non-Government;Technical;<=50K
Male;[51, 60];White;Spouse present;Higher education;United-States;Non-Government;Technical;>50K
Male;[51, 60];White;Spouse present;Secondary education;United-States;Non-Government;Technical;>50K
Male;[51, 60];White;Spouse present;Higher education;United-States;Non-Government;Nontechnical;>50K
Male;[61, 70];White;Spouse present;Secondary education;United-States;Non-Government;Nontechnical;>50K
*;*;*;*;*;*;*;*;<=50K
Male;[51, 60];White;Spouse present;Secondary education;United-States;Non-Government;Nontechnical;>50K
Male;[51, 60];White;Spouse present;Higher education;United-States;Government;Nontechnical;>50K
Male;[61, 70];White;Spouse present;Secondary education;United-States;Non-Government;Technical;<=50K
Male;[51, 60];White;Spouse present;Secondary education;United-States;Non-Government;Technical;<=50K
Male;[51, 60];Black;Spouse present;Secondary education;United-States;Non-Government;Technical;<=50K
Male;[61, 70];White;Spouse present;Secondary education;United-States;Non-Government;Nontechnical;>50K
Male;[51, 60];White;Spouse present;Secondary education;United-States;Non-Government;Technical;<=50K
Male;[51, 60];White;Spouse present;Secondary education;United-States;Government;Nontechnical;>50K
Male;[51, 60];White;Spouse present;Higher education;United-States;Non-Government;Nontechnical;>50K
Male;[51, 60];White;Spouse present;Secondary education;United-States;Non-Government;Other;>50K
Male;[51, 60];White;Spouse present;Higher education;United-States;Non-Government;Technical;>50K
Male;[51, 60];White;Spouse present;Secondary education;United-States;Government;Technical;<=50K
Male;[51, 60];White;Spouse present;Higher education;United-States;Government;Technical;>50K
Male;[61, 70];White;Spouse present;Secondary education;United-States;Non-Government;Nontechnical;<=50K
Male;[51, 60];White;Spouse present;Higher education;United-States;Government;Technical;>50K
Female;[51, 60];White;Spouse not present;Higher education;United-States;Non-Government;Technical;<=50K
Female;[51, 60];White;Spouse not present;Secondary education;United-States;Non-Government;Other;<=50K
*;*;*;*;*;*;*;*;<=50K
Male;[51, 60];White;Spouse present;Higher education;United-States;Non-Government;Nontechnical;>50K
Male;[51, 60];White;Spouse present;Higher education;United-States;Non-Government;Nontechnical;<=50K
Male;[51, 60];White;Spouse present;Higher education;United-States;Non-Government;Technical;<=50K
Male;[61, 70];White;Spouse present;Higher education;United-States;Non-Government;Nontechnical;<=50K
*;*;*;*;*;*;*;*;>50K
Male;[71, 80];White;Spouse present;Secondary education;United-States;Non-Government;Nontechnical;>50K
Female;[61, 70];White;Spouse not present;Secondary education;United-States;Non-Government;Other;<=50K
Female;[51, 60];White;Spouse not present;Secondary education;United-States;Non-Government;Other;<=50K
*;*;*;*;*;*;*;*;<=50K
Male;[51, 60];White;Spouse present;Primary education;Mexico;Non-Government;Technical;<=50K
Male;[51, 60];White;Spouse present;Secondary education;United-States;Non-Government;Nontechnical;<=50K
Male;[61, 70];White;Spouse present;Secondary education;United-States;Government;Other;<=50K
Male;[51, 60];White;Spouse present;Secondary education;United-States;Non-Government;Other;>50K
Male;[51, 60];White;Spouse present;Secondary education;United-States;Non-Government;Technical;>50K
Male;[51, 60];Black;Spouse present;Higher education;United-States;Government;Technical;>50K
Female;[51, 60];White;Spouse not present;Secondary education;United-States;Non-Government;Other;<=50K
Male;[51, 60];White;Spouse not present;Higher education;United-States;Non-Government;Technical;>50K
Male;[61, 70];White;Spouse present;Higher education;United-States;Non-Government;Other;>50K
Female;[51, 60];White;Spouse not present;Secondary education;United-States;Non-Government;Other;<=50K
Male;[51, 60];White;Spouse present;Higher education;United-States;Non-Government;Nontechnical;<=50K
*;*;*;*;*;*;*;*;<=50K
Male;[51, 60];White;Spouse not present;Secondary education;United-States;Non-Government;Technical;<=50K
Female;[61, 70];White;Spouse not present;Secondary education;United-States;Government;Other;>50K
Male;[51, 60];White;Spouse present;Secondary education;United-States;Non-Government;Technical;>50K
Male;[61, 70];White;Spouse present;Higher education;United-States;Non-Government;Nontechnical;>50K
Female;[51, 60];White;Spouse present;Secondary education;United-States;Non-Government;Other;>50K
Female;[51, 60];White;Spouse not present;Secondary education;United-States;Non-Government;Other;<=50K
Male;[61, 70];White;Spouse not present;Secondary education;United-States;Non-Government;Technical;<=50K
Male;[51, 60];White;Spouse present;Secondary education;United-States;Non-Government;Nontechnical;>50K
Male;[51, 60];White;Spouse not present;Secondary education;United-States;Non-Government;Technical;<=50K
*;*;*;*;*;*;*;*;<=50K
Female;[51, 60];White;Spouse present;Higher education;United-States;Non-Government;Technical;>50K
*;*;*;*;*;*;*;*;<=50K
Male;[51, 60];White;Spouse present;Higher education;United-States;Government;Other;<=50K
Male;[51, 60];White;Spouse not present;Higher education;United-States;Non-Government;Nontechnical;>50K
Female;[51, 60];White;Spouse not present;Higher education;United-States;Government;Technical;>50K
Male;[51, 60];Black;Spouse present;Secondary education;United-States;Non-Government;Nontechnical;<=50K
Female;[61, 70];White;Spouse not present;Higher education;United-States;Non-Government;Other;<=50K
Male;[51, 60];White;Spouse present;Higher education;United-States;Non-Government;Technical;>50K
Male;[61, 70];White;Spouse present;Higher education;United-States;Non-Government;Technical;<=50K
Male;[51, 60];White;Spouse present;Higher education;United-States;Non-Government;Technical;>50K
*;*;*;*;*;*;*;*;<=50K
Male;[61, 70];White;Spouse present;Secondary education;United-States;Government;Technical;<=50K
*;*;*;*;*;*;*;*;<=50K
Male;[51, 60];White;Spouse not present;Secondary education;United-States;Government;Other;<=50K
Male;[61, 70];White;Spouse present;Higher education;United-States;Non-Government;Nontechnical;>50K
Male;[61, 70];White;Spouse present;Secondary education;United-States;Non-Government;Technical;>50K
Male;[61, 70];White;Spouse present;Higher education;United-States;Non-Government;Nontechnical;<=50K
Female;[51, 60];White;Spouse not present;Higher education;United-States;Government;Technical;<=50K
Female;[61, 70];White;Spouse not present;Secondary education;United-States;Non-Government;Other;<=50K
Female;[51, 60];White;Spouse present;Higher education;United-States;Non-Government;Other;<=50K
Male;[61, 70];White;Spouse present;Secondary education;United-States;Government;Other;<=50K
Female;[51, 60];White;Spouse not present;Secondary education;United-States;Non-Government;Other;<=50K
Male;[61, 70];White;Spouse present;Secondary education;United-States;Non-Government;Technical;>50K
Male;[51, 60];White;Spouse not present;Secondary education;United-States;Non-Government;Nontechnical;<=50K
Female;[51, 60];White;Spouse not present;Higher education;United-States;Non-Government;Other;<=50K
Male;[51, 60];White;Spouse present;Higher education;United-States;Non-Government;Nontechnical;>50K
Male;[51, 60];Black;Spouse present;Higher education;United-States;Non-Government;Technical;>50K
Male;[51, 60];White;Spouse not present;Secondary education;United-States;Non-Government;Nontechnical;<=50K
Female;[51, 60];White;Spouse not present;Higher education;United-States;Non-Government;Technical;<=50K
Male;[51, 60];White;Spouse not present;Secondary education;United-States;Non-Government;Technical;<=50K
Male;[61, 70];White;Spouse present;Secondary education;United-States;Government;Technical;<=50K
Male;[71, 80];White;Spouse present;Secondary education;United-States;Non-Government;Other;<=50K
Male;[51, 60];White;Spouse present;Higher education;United-States;Non-Government;Nontechnical;<=50K
Male;[61, 70];White;Spouse not present;Higher education;United-States;Non-Government;Technical;>50K
Female;[51, 60];White;Spouse present;Secondary education;United-States;Non-Government;Other;<=50K
Male;[51, 60];White;Spouse present;Higher education;United-States;Non-Government;Technical;>50K
Male;[71, 80];White;Spouse present;Higher education;United-States;Non-Government;Nontechnical;<=50K
Male;[51, 60];White;Spouse present;Higher education;United-States;Non-Government;Technical;<=50K
*;*;*;*;*;*;*;*;>50K
Male;[51, 60];White;Spouse present;Higher education;United-States;Non-Government;Nontechnical;<=50K
*;*;*;*;*;*;*;*;<=50K
Male;[51, 60];White;Spouse present;Higher education;United-States;Non-Government;Nontechnical;>50K
*;*;*;*;*;*;*;*;<=50K
Male;[51, 60];White;Spouse present;Secondary education;United-States;Non-Government;Technical;>50K
Male;[61, 70];White;Spouse not present;Secondary education;United-States;Non-Government;Other;<=50K
Male;[51, 60];White;Spouse present;Secondary education;United-States;Non-Government;Technical;<=50K
Female;[61, 70];White;Spouse not present;Secondary education;United-States;Non-Government;Technical;<=50K
Male;[61, 70];White;Spouse present;Secondary education;United-States;Government;Other;<=50K
Male;[61, 70];White;Spouse present;Secondary education;United-States;Non-Government;Nontechnical;<=50K
*;*;*;*;*;*;*;*;<=50K
*;*;*;*;*;*;*;*;<=50K
Male;[61, 70];White;Spouse present;Secondary education;United-States;Non-Government;Technical;<=50K
Male;[61, 70];White;Spouse present;Secondary education;United-States;Non-Government;Other;>50K
Male;[51, 60];White;Spouse present;Higher education;United-States;Non-Government;Nontechnical;>50K
Male;[51, 60];White;Spouse present;Higher education;United-States;Non-Government;Technical;>50K
Male;[71, 80];White;Spouse not present;Secondary education;United-States;Non-Government;Other;<=50K
Male;[51, 60];White;Spouse present;Higher education;United-States;Non-Government;Technical;<=50K
Male;[61, 70];White;Spouse present;Secondary education;United-States;Non-Government;Technical;<=50K
Male;[51, 60];White;Spouse present;Secondary education;United-States;Government;Other;<=50K
